type,word,industry,added_at,added_by_run_id,pattern_tag
domain,Dividend,finance,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Paralegal,legal,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Courier,logistics,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Mortgage,real_estate,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Annuity,insurance,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Overtime,hr_payroll,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Scaffold,construction,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Barcode,retail_ecommerce,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Valet,hospitality,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Homework,education,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Kennel,veterinary,2026-08-18T23:49:31.453546+09:00,QA-20260818-234836-KST,
domain,Move,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Crew,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Truck,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Packing,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Unpacking,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Storage,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Inventory,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Estimate,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Booking,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Dispatch,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Route,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Mileage,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Warehouse,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Crate,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Carton,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Padding,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Deposit,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Damage,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Reimbursement,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Elevator,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Stairs,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Haul,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Relocation,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Overnight,moving_relocation_services,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Locker,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Booth,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Kiosk,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Yard,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Bay,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Post,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Outpost,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Plaza,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Harbor,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Tower,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Shelf,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
function,Roster,,2026-08-19T00:21:34.622833+09:00,QA-20260819-002024-KST,
domain,Shoot,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Album,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Retouching,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Watermark,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Proof,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Gallery,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Backdrop,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Portfolio,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Package,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Rental,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Lighting,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Editing,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Print,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Delivery,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Session,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Booking,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Deposit,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Contract,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,License,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Client,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Location,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Wardrobe,photography_services,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Inbox,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Alert,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Chart,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Bin,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Passport,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Lobby,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Ticker,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Line,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Window,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
function,Roll,,2026-08-19T12:18:04.119897+09:00,RUN-20260819-121626-KST,
domain,Ceremony,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Reception,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Timeline,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Seating,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Invitation,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Florist,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Photographer,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Venue,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Rehearsal,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Officiant,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Favor,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Toast,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Bouquet,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Catering,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Guestlist,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Honeymoon,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Invite,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Vow,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Registrar,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Cake,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Decor,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Aisle,wedding_planning_services,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Report,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Log,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Form,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Card,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Sheet,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Check,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Score,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Note,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Tag,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
function,Profile,,2026-08-19T13:14:22.608445+09:00,RUN-20260819-131242-KST,
domain,Violation,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Amenity,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Utility,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Complaint,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Eviction,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Renewal,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Vendor,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Assessment,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Resident,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Turnover,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Occupant,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Deposit,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Repair,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Vacancy,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Notice,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Warranty,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Inspection,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Maintenance,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Landscaping,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Snow,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Roof,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Elevator,property_management_services,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Status,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,View,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,History,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,File,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Level,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Rate,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Update,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Digest,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Feed,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
function,Draft,,2026-08-19T20:16:56.961940+09:00,RUN-20260819-201533-KST,
domain,Blower,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Coil,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Condenser,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Evaporator,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Manifold,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Gauge,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Freon,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Zoning,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Humidifier,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Dehumidifier,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Igniter,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Flue,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Damper,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Ventilation,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Boiler,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Radiator,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Chiller,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Ductless,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Thermocouple,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Capacitor,hvac_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Padlock,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Keypad,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Biometric,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Intercom,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Deadlatch,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Strike,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Hinge,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Bolt,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Combination,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Mortise,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Rim,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Lever,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Pinning,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Shim,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Bump,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Impressioning,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Transponder,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Fob,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Panic,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Keyless,locksmith_security_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Chlorine,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Filter,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Pump,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Skimmer,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Algae,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Liner,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Heater,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Backwash,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Vacuum,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Route,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Technician,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Turbidity,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Saltwater,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Cover,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Ladder,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Tile,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Coping,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Winterization,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Opening,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Closing,pool_maintenance_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Interpreter,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Bilingual,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Multilingual,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Subtitling,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Captioning,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Notarization,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Apostille,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Linguist,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Vocabulary,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Syntax,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Idiom,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Consecutive,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Simultaneous,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Accreditation,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Briefing,interpreter_translation_services,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Summary,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Timeline,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Reminder,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Checklist,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Index,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Ticket,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Queue,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Estimate,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Catalog,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
function,Hotline,,2026-08-19T20:53:43.324190+09:00,RUN-20260819-205109-KST,
domain,Endorsement,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Reinsurance,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Loss,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Peril,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Exclusion,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Liability,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Indemnity,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Salvage,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Settlement,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Arbitration,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Fraud,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
domain,Lapse,insurance,2026-08-19T21:35:02.973034+09:00,RUN-20260819-213339-KST,
